Programme Name,University Name,Location,Programme Code,Cut-off 2017,Cut-off 2018,Cut-off 2019,Cut-off 2020,Cut-off 2021,Cut-off 2022,Cut-off 2023
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),LAIKIPIA UNIVERSITY,Unknown,1176180,,24.33,24.603,24.046,22.636,22.358,21.858
"BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229180,28.021,25.379,25.102,24.504,22.636,22.358,23.303
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),UNIVERSITY OF NAIROBI,Nairobi County,1263180,24.433,24.034,24.487,24.124,22.636,22.358,23.552
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),KISII UNIVERSITY,Kisii County,1087180,,25.122,24.478,25.17,22.636,22.358,21.858
BACHELOR OF EDUCATION IN EARLY CHILDHOOD EDUCATION,DAYSTAR UNIVERSITY,Machakos County,1162180,,,,,,,
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),KCA UNIVERSITY,Nairobi County,1103180,,25.267,24.249,24.26,22.636,22.358,21.858
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),PRESBYTERIAN UNIVERSITY OF EAST AFRICA,Unknown,1196180,,24.435,24.594,25.914,22.636,22.358,21.858
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),LUKENYA UNIVERSITY,Unknown,1495180,,25.186,24.999,24.686,22.636,22.358,21.858
"BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515180,,24.914,25.455,23.677,22.636,22.358,21.858
BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),TURKANA UNIVERSITY COLLEGE,Unknown,1570180,,24.539,25.018,21.039,,22.358,21.858
BACHELOR OF EDUCATION (EARLY CHILDHOOD EDUCATION),KOITALEEL SAMOEI UNIVERSITY COLLEGE,Unknown,3890180,,25.188,24.513,24.891,22.636,22.358,21.858
BACHELOR OF EDUCATION (EARLY CHILDHOOD DEVELOPMENT),KENYA METHODIST UNIVERSITY,Unknown,1077180,,,23.275,23.979,22.636,,
BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),AFRICA INTERNATIONAL UNIVERSITY,Unknown,1119180,,,,24.349,22.636,22.358,21.858
BACHELOR OF EDUCATION IN EARLY CHILDHOOD EDUCATION,KAIMOSI FRIENDS UNIVERSITY,Unknown,1470180,,,,,22.636,22.358,24.469
BACHELOR OF EDUCATION IN EARLY CHILDHOOD EDUCATION,THARAKA UNIVERSITY,Tharaka-Nithi County,1685180,,,,,22.636,22.358,24.541
BACHELOR OF SCIENCE(HORTICULTURE),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053185,,,27.425,16.791,17.459,17.043,15.864
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (HORTICULTURE),EGERTON UNIVERSITY,Nakuru County,1057185,26.853,25.119,26.874,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (HORTICULTURE),RONGO UNIVERSITY,Unknown,1073185,,24.5,23.572,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (HORTICULTURE),TAITA TAVETA UNIVERSITY,Unknown,1091185,,25.042,25.153,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (HORTICULTURE),UNIVERSITY OF EMBU,Unknown,1093185,,,,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (HORTICULTURE),CHUKA UNIVERSITY,Tharaka-Nithi County,1105185,25.86,25.323,30.616,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (HORTICULTURE),UNIVERSITY OF ELDORET,Uasin Gishu County,1114185,,,,,17.459,17.043,15.864
BACHELOR OF SCIENCE (HORTICULTURE),UNIVERSITY OF KABIANGA,Kericho County,1118185,,,25.768,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (HORTICULTURE),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166185,,,,,,,
"BACHELOR OF SCIENCE (HORTICULTURE, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229185,29.994,27.187,27.921,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE HORTICULTURE,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240185,,24.378,27.75,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN HORTICULTURAL SCIENCE & MANAGEMENT,KARATINA UNIVERSITY,Nyeri County,1244185,,36.706,30.134,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE HORTICULTURE,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249185,25.278,24.163,24.844,16.791,17.459,23.773,15.864
BACHELOR OF SCIENCE (HORTICULTURE),UNIVERSITY OF NAIROBI,Nairobi County,1263185,,24.686,24.955,16.791,,,
BACHELOR OF SCIENCE (HORTICULTURAL SCIENCE & MANAGEMENT),PWANI UNIVERSITY,Unknown,1117185,,29.016,24.964,16.791,,,
"BACHELOR OF SCIENCE (HORTICULTURE, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515185,,25.359,24.648,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (HORTICULTURE),KISII UNIVERSITY,Kisii County,1087185,,,24.599,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE(AGRIBUSINESS MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053187,,29.454,23.711,16.791,17.459,16.974,15.864
BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT & TRADE),KENYATTA UNIVERSITY,Nairobi County,1111587,,24.107,25.466,24.705,25.219,21.53,22.511
BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT & TRADE),PWANI UNIVERSITY,Unknown,1117187,,26.221,24.031,16.791,17.459,16.974,15.864
"BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229187,28.548,28.125,25.266,16.791,17.459,16.974,15.864
BACHELOR OF SCIENCE AGRIBUSINESS MANAGEMENT,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240187,,,27.722,16.791,17.459,16.974,15.864
BACHELOR OF SCIENCE (AGRI BUSINESS MANAGEMENT),MOI UNIVERSITY,Uasin Gishu County,1253187,29.183,26.063,25.369,16.791,17.459,16.974,15.864
BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249187,,,,,,,
"BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515187,,24.522,23.881,16.791,17.459,16.974,15.864
BACHELOR OF SCIENCE IN AGRIBUSINESS MANGEMENT,KABARAK UNIVERSITY,Nakuru County,1061187,33.909,26.874,26.873,16.791,17.459,16.974,15.864
BACHELOR OF SCIENCE (AGRIBUSINESS MANAGEMENT),CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080187,,27.805,27.68,16.791,17.459,16.974,15.864
BACHELOR OF INTERNATIONAL TOURISM MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053235,,24.314,24.942,22.361,23.951,24.518,23.39
BACHELOR OF SCIENCE (ANIMAL SCIENCE),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053293,,,23.067,16.791,17.459,22.851,15.864
BACHELOR OF SCIENCE (ANIMAL SCIENCE),EGERTON UNIVERSITY,Nakuru County,1057293,27.616,24.531,24.819,24.895,17.459,21.653,15.864
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,KISII UNIVERSITY,Kisii County,1087293,,26.913,25.501,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (ANIMAL SCIENCE),CHUKA UNIVERSITY,Tharaka-Nithi County,1105293,,26.269,25.241,16.791,17.459,23.727,15.864
BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),UNIVERSITY OF ELDORET,Uasin Gishu County,1114293,,,,,17.459,25.215,15.864
"BACHELOR OF SCIENCE (ANIMAL SCIENCE, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229293,,35.953,26.252,16.791,17.459,25.008,15.864
BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),MOI UNIVERSITY,Uasin Gishu County,1253293,27.578,25.982,26.206,24.445,17.459,25.033,15.864
BACHELOR OF SCIENCE (ANIMAL SCIENCE),PWANI UNIVERSITY,Unknown,1117293,,23.843,,,,,
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (ANIMAL SCIENCE),MOUNT KENYA UNIVERSITY,Kiambu County,1279293,,25.735,23.914,16.791,17.459,,
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,KARATINA UNIVERSITY,Nyeri County,1244293,,,24.77,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN ANIMAL SCIENCE,THARAKA UNIVERSITY,Tharaka-Nithi County,1685293,,,,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053415,,26.256,24.861,16.791,24.559,17.043,23.293
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),UNIVERSITY OF ELDORET,Uasin Gishu County,1114415,,,,,28.829,31.155,29.726
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),UNIVERSITY OF KABIANGA,Kericho County,1118415,,25.145,,,,,
BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240415,,27.392,27.57,16.791,24.811,26.202,23.133
BACHELOR OF SCIENCE IN AGRICULTURAL EXTENSION EDUCATION,KARATINA UNIVERSITY,Nyeri County,1244415,,25.654,26.358,16.791,17.459,17.043,21.858
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION EDUCATION),MOI UNIVERSITY,Uasin Gishu County,1253415,30.207,25.08,24.712,28.704,28.07,25.146,26.472
BACHELOR OF SCIENCE IN AGRICULTURE EDUCATION & EXTENSION,TAITA TAVETA UNIVERSITY,Unknown,1091415,,24.287,24.732,16.791,17.459,17.043,21.858
BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,BOMET UNIVERSITY COLLEGE,Unknown,1700415,,,,16.791,17.459,23.984,23.5
BACHELOR OF SCIENCE AGRICULTURAL EDUCATION AND EXTENSION,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082415,,,,,23.763,,23.902
BACHELOR OF SCIENCE (COMMUNITY HEALTH AND DEVELOPMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053423,,27.976,25.657,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063423,33.377,27.029,32.128,32.01,17.459,17.043,24.706
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,KISII UNIVERSITY,Kisii County,1087423,,31.728,31.21,35.242,17.459,25.528,24.064
BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240423,,29.501,28.936,29.392,17.459,24.213,15.864
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249423,32.188,28.549,28.771,28.31,26.749,25.776,24.867
BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT),KIRINYAGA UNIVERSITY,Kirinyaga County,1079423,,25.207,,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,GREAT LAKES UNIVERSITY OF KISUMU,Unknown,1192423,,26.985,,28.31,17.459,17.043,15.864
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,KENYA METHODIST UNIVERSITY,Unknown,1077423,,26.294,31.363,34.112,17.459,17.043,15.864
BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082423,,26.13,33.149,28.743,17.459,24.088,26.463
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,UNIVERSITY OF EMBU,Unknown,1093423,,29.965,28.006,16.791,17.459,25.02,25.523
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480423,,30.705,30.243,16.791,17.459,17.043,
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,KENYATTA UNIVERSITY,Nairobi County,1111423,,25.32,30.252,29.825,29.378,29.513,29.458
BACHELOR OF SCIENCE IN COMMUNITY HEALTH,MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246423,,30.398,29.279,16.791,17.459,17.043,24.02
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,MOUNT KENYA UNIVERSITY,Kiambu County,1279423,,26.586,31.313,32.251,26.968,17.043,15.864
BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT,TURKANA UNIVERSITY COLLEGE,Unknown,1570423,,26.771,28.295,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN COMMUNITY HEALTH PRACTICE,AMREF INTERNATIONAL UNIVERSITY,Unknown,4275423,,,,16.791,17.459,17.043,15.864
BACHELOR OF ARTS (RELIGIOUS STUDIES),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053445,,,,,,,
BACHELOR OF ARTS (RELIGIOUS STUDIES),KISII UNIVERSITY,Kisii County,1087445,,24.607,24.82,,,,20.93
BACHELOR OF ARTS (RELIGIOUS STUDIES),MAASAI MARA UNIVERSITY,Unknown,1165445,,,,,19.956,19.67,
BACHELOR OF ARTS (RELIGIOUS STUDIES),PWANI UNIVERSITY,Unknown,1117445,,24.725,23.961,24.273,19.956,19.67,20.93
BACHELOR OF ARTS (RELIGIOUS STUDIES),AFRICA NAZARENE UNIVERSITY,Unknown,1078445,,,,,,,
BACHELOR OF ARTS (RELIGIOUS STUDIES),INTERNATIONAL LEADERSHIP UNIVERSITY,Unknown,1225445,,,,,,,
BACHELOR OF ARTS (RELIGIOUS STUDIES),CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480445,,26.014,24.471,24.105,19.956,19.67,20.93
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF ARTS IN RELIGIOUS STUDIES,CHUKA UNIVERSITY,Tharaka-Nithi County,1105445,,24.819,24.751,24.632,19.956,19.67,20.93
BACHELOR OF SCIENCE (SOIL SCIENCE),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053479,,,26.674,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (SOIL SCIENCE AND PLANT NUTRITION),MASENO UNIVERSITY,Kisumu County,1229479,,,,16.791,,,
BACHELOR OF SCIENCE(FOOD SECURITY),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053483,,,27.51,16.791,17.459,17.043,15.864
BACHELOR OF ARTS(SPATIAL PLANNING),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053485,,22.908,23.783,19.481,19.039,18.692,18.392
BACHELOR OF SCIENCE (SPATIAL PLANNING,KENYATTA UNIVERSITY,Nairobi County,1111485,31.151,29.456,31.291,28.222,26.186,18.692,24.04
BACHELOR OF SCIENCE (WATER RESOURCES AND ENVIRONMENT MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053486,,,25.25,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053511,24.648,26.453,26.207,23.671,19.223,18.638,18.814
BACHELOR OF SCIENCE IN COMPUTER SECURITY AND FORENSICS,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240511,28.569,25.42,29.285,27.781,19.223,18.638,18.814
BACHELOR OF SCIENCE IN COMPUTER SECURITY AND FORENSICS,KABARAK UNIVERSITY,Nakuru County,1061511,24.418,27.764,31.851,32.895,19.223,18.638,18.814
BACHELOR OF SCIENCE IN INFORMATION SECURITY AND FORENSICS,KCA UNIVERSITY,Nairobi County,1103511,,22.969,25.154,19.481,19.223,18.638,18.814
BACHELOR OF SCIENCE (CLOUD COMPUTING AND INFORMATION SECURITY),MACHAKOS UNIVERSITY,Machakos County,1170511,,,,24.758,19.223,18.638,25.586
BACHELOR OF SCIENCE IN CYBER SECURITY AND DIGITAL FORENSICS,OPEN UNIVERSITY OF KENYA,Unknown,5145511,,,,,,,18.814
BACHELOR OF SCIENCE(BUSINESS INFORMATION SYSTEMS),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053554,,24.942,25.072,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY AND MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053626,,25.319,30.309,16.9,16.787,15.982,15.683
BACHELOR OF SCIENCE (PUBLIC HEALTH),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053732,,26.932,27.441,27.164,17.459,25.063,25.558
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KISII UNIVERSITY,Kisii County,1087732,,28.818,27.519,27.667,27.801,32.151,31.45
"BACHELOR OF SCIENCE (PUBLIC HEALTH, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229732,27.734,31.159,33.134,33.142,32.999,34.339,33.436
BACHELOR OF SCIENCE (PUBLIC HEALTH),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240732,32.07,26.552,27.602,25.249,27.91,30.579,26.747
BACHELOR OF SCIENCE (PUBLIC HEALTH),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166732,,33.038,27.408,27.571,27.715,27.342,29.179
BACHELOR OF SCIENCE IN PUBLIC HEALTH,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249732,35.631,35.025,36.91,35.716,36.908,37.235,37.245
BACHELOR OF SCIENCE IN PUBLIC HEALTH,"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181732,,27.831,28.237,28.716,29.365,17.043,15.864
BACHELOR OF PUBLIC HEALTH,CHUKA UNIVERSITY,Tharaka-Nithi County,1105188,,27.119,27.23,28.801,27.775,32.815,29.419
BACHELOR OF SCIENCE IN PUBLIC HEALTH,MACHAKOS UNIVERSITY,Machakos County,1170732,,27.737,30.68,,,27.017,27.956
BACHELOR OF SCIENCE (PUBLIC HEALTH),UNIVERSITY OF KABIANGA,Kericho County,1118732,,,30.664,28.305,29.119,30.613,29.664
BACHELOR OF SCIENCE IN PUBLIC HEALTH,KABARAK UNIVERSITY,Nakuru County,1061732,,,,,,17.043,27.842
BACHELOR OF PUBLIC HEALTH,MOUNT KENYA UNIVERSITY,Kiambu County,1279732,,,,,,26.659,27.488
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,ALUPE UNIVERSITY,Unknown,1600732,,,,,,,15.864
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053776,25.514,30.282,32.699,31.786,19.039,18.692,18.392
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE(CONSTRUCTION MANAGEMENT),KENYATTA UNIVERSITY,Nairobi County,1111776,36.852,37.174,38.243,36.652,37.509,35.266,34.138
BACHELOR OF ARTS,EGERTON UNIVERSITY,Nakuru County,1057101,25.339,24.851,26.54,28.227,22.926,26.783,24.188
BACHELOR OF ARTS,CHUKA UNIVERSITY,Tharaka-Nithi County,1105101,24.402,25.798,26.729,28.419,25.974,28.566,23.714
BACHELOR OF ARTS,KENYATTA UNIVERSITY,Nairobi County,1111101,24.435,25.612,26.988,28.196,25.034,28.578,24.057
BACHELOR OF ARTS,PWANI UNIVERSITY,Unknown,1117101,,,,,,,
BACHELOR OF ARTS,MACHAKOS UNIVERSITY,Machakos County,1170101,,24.307,24.642,26.36,22.926,25.34,24.666
BACHELOR OF ARTS (WITH IT),MASENO UNIVERSITY,Kisumu County,1229101,24.898,24.209,24.048,26.996,22.926,26.259,23.721
BACHELOR OF ARTS,MOI UNIVERSITY,Uasin Gishu County,1253101,24.76,23.32,24.163,26.902,22.926,26.127,23.716
BACHELOR OF ARTS,UNIVERSITY OF NAIROBI,Nairobi County,1263101,24.66,23.795,24.075,27.036,24.382,26.506,23.248
BACHELOR OF ARTS,KISII UNIVERSITY,Kisii County,1087101,,23.93,24.763,27.318,22.926,26.315,24.286
BACHELOR OF ARTS,SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166101,,24.54,24.886,26.152,22.926,24.46,22.449
BACHELOR OF ARTS (WITH IT),TOM MBOYA UNIVERSITY,Homa Bay County,1515101,,23.407,25.498,25.033,22.926,22.916,23.729
BACHELOR OF ARTS,THARAKA UNIVERSITY,Tharaka-Nithi County,1685101,,24.562,24.746,25.095,22.926,22.916,22.449
BACHELOR OF ARTS,BOMET UNIVERSITY COLLEGE,Unknown,1700101,,25.563,25.022,25.882,22.926,22.916,22.449
"BACHELOR OF ARTS (PSYCHOLOGY, SOCIOLOGY & POLITICAL SCIENCE)",MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164101,,,,,24.456,26.207,22.449
BACHELOR OF ARTS,RONGO UNIVERSITY,Unknown,1073101,,,,,,27.808,24.574
BACHELOR OF ARTS,KOITALEEL SAMOEI UNIVERSITY COLLEGE,Unknown,3890101,,,,,,22.916,22.449
BACHELOR OF SCIENCE (BIOCHEMISTRY),EGERTON UNIVERSITY,Nakuru County,1057112,27.777,29.992,31.041,31.315,26.362,25.756,25.661
BACHELOR OF SCIENCE (BIOCHEMISTRY),RONGO UNIVERSITY,Unknown,1073112,,25.049,25.831,16.791,17.459,16.974,15.683
BACHELOR OF SCIENCE (BIOCHEMISTRY),KISII UNIVERSITY,Kisii County,1087112,,25.368,24.816,,17.459,16.974,15.683
BACHELOR OF SCIENCE (BIOCHEMISTRY),CHUKA UNIVERSITY,Tharaka-Nithi County,1105112,26.75,26.26,24.633,24.828,17.459,16.974,15.683
BACHELOR OF SCIENCE (BIOCHEMISTRY),KENYATTA UNIVERSITY,Nairobi County,1111112,26.954,33.9,36.331,34.012,33.576,31.582,32.976
BACHELOR OF SCIENCE (BIOCHEMISTRY),TECHNICAL UNIVERSITY OF KENYA,Unknown,1112112,27.865,30.986,33.682,29.939,32.888,32.89,31.23
BACHELOR OF SCIENCE IN BIOCHEMISTRY,UNIVERSITY OF ELDORET,Uasin Gishu County,1114112,,26.588,26.246,26.235,17.459,16.974,15.683
BACHELOR OF SCIENCE (BIOCHEMISTRY),PWANI UNIVERSITY,Unknown,1117112,,26.013,27.697,26.872,17.459,16.974,15.683
BACHELOR OF SCIENCE (BIOCHEMISTRY),UNIVERSITY OF KABIANGA,Kericho County,1118112,,27.905,27.201,16.791,17.459,16.974,15.683
BACHELOR OF SCIENCE (BIOCHEMISTRY,LAIKIPIA UNIVERSITY,Unknown,1176112,,27.062,26.125,16.791,17.459,16.974,15.683
BACHELOR OF SCIENCE IN BIOCHEMISTRY,KARATINA UNIVERSITY,Nyeri County,1244112,,25.111,26.909,16.791,17.459,16.974,15.683
BACHELOR OF SCIENCE (BIOCHEMISTRY),UNIVERSITY OF NAIROBI,Nairobi County,1263112,28.144,36.141,38.152,34.691,36.603,31.056,32.695
BACHELOR OF SCIENCE (BIOCHEMISTRY),MOI UNIVERSITY,Uasin Gishu County,1253112,29.568,24.886,29.665,29.265,28.838,27.542,25.581
BACHELOR OF SCIENCE (BIOCHEMISTRY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082112,,26.464,26.253,25.573,26.117,16.974,23.504
BACHELOR OF SCIENCE (BIOCHEMISTRY),UNIVERSITY OF EMBU,Unknown,1093112,,25.336,25.055,16.791,17.459,16.974,15.683
BACHELOR OF SCIENCE IN BIOCHEMISTRY,KIRINYAGA UNIVERSITY,Kirinyaga County,1079112,,25.752,,16.791,17.459,,
"BACHELOR OF SCIENCE (BIOCHEMISTRY, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229112,,24.367,28.15,28.674,28.679,16.974,30.294
BACHELOR OF SCIENCE (BIOCHEMISTRY),TOM MBOYA UNIVERSITY,Homa Bay County,1515112,,25.117,,,,,
BACHELOR OF SCIENCE IN BIOCHEMISTRY,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063112,,,28.247,26.724,17.459,16.974,15.683
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE IN BIOCHEMISTRY,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240112,,,24.598,16.791,17.459,16.974,15.683
BACHELOR OF SCIENCE (BIOCHEMISTRY,THARAKA UNIVERSITY,Tharaka-Nithi County,1685112,,,,16.791,,,
BACHELOR OF SCIENCE (BIOCHEMISTRY),KENYA METHODIST UNIVERSITY,Unknown,1077112,,,,,,16.974,
BACHELOR OF SCIENCE (COMPUTER SCIENCE),EGERTON UNIVERSITY,Nakuru County,1057115,38.035,37.208,38.559,38.76,35.309,37.746,38.37
BACHELOR OF SCIENCE (COMPUTER SCIENCE),RONGO UNIVERSITY,Unknown,1073115,26.233,25.013,24.943,19.481,19.223,18.638,25.117
BACHELOR OF SCIENCE (COMPUTER SCIENCE),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082115,33.847,33.065,35.165,35.965,34.082,36.441,36.48
BACHELOR OF SCIENCE IN COMPUTER SCIENCE,KISII UNIVERSITY,Kisii County,1087115,33.106,24.726,26.915,30.016,19.223,23.378,23.41
BACHELOR OF SCIENCE IN COMPUTER SCIENCE,GARISSA UNIVERSITY,Garissa County,1096115,,24.816,29.587,19.481,19.223,18.638,18.814
BACHELOR OF SCIENCE (COMPUTER SCIENCE),CHUKA UNIVERSITY,Tharaka-Nithi County,1105115,34.219,31.983,34.108,34.534,33.917,35.626,35.372
BACHELOR OF SCIENCE (COMPUTER SCIENCE),KIBABII UNIVERSITY,Unknown,1108115,28.65,27.173,26.652,28.955,25.988,28.012,26.078
BACHELOR OF SCIENCE (COMPUTER SCIENCE),KENYATTA UNIVERSITY,Nairobi County,1111115,41.958,41.559,42.442,41.828,42.474,43.23,43.497
